"date","label","value","VECTOR","DECIMALS","estimate","unit_type","panel_label","is_ratio","display_order"
2015-01-01,"Housing starts | Single-detached units",59,"v42127401","0","Housing starts","Single-detached units","Housing Starts — Single-Detached",FALSE,2
2015-02-01,"Housing starts | Single-detached units",62,"v42127401","0","Housing starts","Single-detached units","Housing Starts — Single-Detached",FALSE,2
2015-03-01,"Housing starts | Single-detached units",54,"v42127401","0","Housing starts","Single-detached units","Housing Starts — Single-Detached",FALSE,2
2015-04-01,"Housing starts | Single-detached units",97,"v42127401","0","Housing starts","Single-detached units","Housing Starts — Single-Detached",FALSE,2
2015-05-01,"Housing starts | Single-detached units",106,"v42127401","0","Housing starts","Single-detached units","Housing Starts — Single-Detached",FALSE,2
2015-06-01,"Housing starts | Single-detached units",120,"v42127401","0","Housing starts","Single-detached units","Housing Starts — Single-Detached",FALSE,2
2015-07-01,"Housing starts | Single-detached units",95,"v42127401","0","Housing starts","Single-detached units","Housing Starts — Single-Detached",FALSE,2
2015-08-01,"Housing starts | Single-detached units",96,"v42127401","0","Housing starts","Single-detached units","Housing Starts — Single-Detached",FALSE,2
2015-09-01,"Housing starts | Single-detached units",84,"v42127401","0","Housing starts","Single-detached units","Housing Starts — Single-Detached",FALSE,2
2015-10-01,"Housing starts | Single-detached units",63,"v42127401","0","Housing starts","Single-detached units","Housing Starts — Single-Detached",FALSE,2
2015-11-01,"Housing starts | Single-detached units",88,"v42127401","0","Housing starts","Single-detached units","Housing Starts — Single-Detached",FALSE,2
2015-12-01,"Housing starts | Single-detached units",76,"v42127401","0","Housing starts","Single-detached units","Housing Starts — Single-Detached",FALSE,2
2016-01-01,"Housing starts | Single-detached units",67,"v42127401","0","Housing starts","Single-detached units","Housing Starts — Single-Detached",FALSE,2
2016-02-01,"Housing starts | Single-detached units",91,"v42127401","0","Housing starts","Single-detached units","Housing Starts — Single-Detached",FALSE,2
2016-03-01,"Housing starts | Single-detached units",43,"v42127401","0","Housing starts","Single-detached units","Housing Starts — Single-Detached",FALSE,2
2016-04-01,"Housing starts | Single-detached units",61,"v42127401","0","Housing starts","Single-detached units","Housing Starts — Single-Detached",FALSE,2
2016-05-01,"Housing starts | Single-detached units",122,"v42127401","0","Housing starts","Single-detached units","Housing Starts — Single-Detached",FALSE,2
2016-06-01,"Housing starts | Single-detached units",95,"v42127401","0","Housing starts","Single-detached units","Housing Starts — Single-Detached",FALSE,2
2016-07-01,"Housing starts | Single-detached units",122,"v42127401","0","Housing starts","Single-detached units","Housing Starts — Single-Detached",FALSE,2
2016-08-01,"Housing starts | Single-detached units",88,"v42127401","0","Housing starts","Single-detached units","Housing Starts — Single-Detached",FALSE,2
2016-09-01,"Housing starts | Single-detached units",128,"v42127401","0","Housing starts","Single-detached units","Housing Starts — Single-Detached",FALSE,2
2016-10-01,"Housing starts | Single-detached units",80,"v42127401","0","Housing starts","Single-detached units","Housing Starts — Single-Detached",FALSE,2
2016-11-01,"Housing starts | Single-detached units",99,"v42127401","0","Housing starts","Single-detached units","Housing Starts — Single-Detached",FALSE,2
2016-12-01,"Housing starts | Single-detached units",96,"v42127401","0","Housing starts","Single-detached units","Housing Starts — Single-Detached",FALSE,2
2017-01-01,"Housing starts | Single-detached units",48,"v42127401","0","Housing starts","Single-detached units","Housing Starts — Single-Detached",FALSE,2
2017-02-01,"Housing starts | Single-detached units",68,"v42127401","0","Housing starts","Single-detached units","Housing Starts — Single-Detached",FALSE,2
2017-03-01,"Housing starts | Single-detached units",74,"v42127401","0","Housing starts","Single-detached units","Housing Starts — Single-Detached",FALSE,2
2017-04-01,"Housing starts | Single-detached units",96,"v42127401","0","Housing starts","Single-detached units","Housing Starts — Single-Detached",FALSE,2
2017-05-01,"Housing starts | Single-detached units",102,"v42127401","0","Housing starts","Single-detached units","Housing Starts — Single-Detached",FALSE,2
2017-06-01,"Housing starts | Single-detached units",119,"v42127401","0","Housing starts","Single-detached units","Housing Starts — Single-Detached",FALSE,2
2017-07-01,"Housing starts | Single-detached units",111,"v42127401","0","Housing starts","Single-detached units","Housing Starts — Single-Detached",FALSE,2
