"date","label","value","VECTOR","DECIMALS","estimate","unit_type","panel_label","is_ratio","display_order"
2011-12-01,"Housing completions | Apartment and other unit types",0,"v42127414","0","Housing completions","Apartment and other unit types","Completions — Apartment & Other",FALSE,15
2012-01-01,"Housing completions | Apartment and other unit types",0,"v42127414","0","Housing completions","Apartment and other unit types","Completions — Apartment & Other",FALSE,15
2012-02-01,"Housing completions | Apartment and other unit types",0,"v42127414","0","Housing completions","Apartment and other unit types","Completions — Apartment & Other",FALSE,15
2012-03-01,"Housing completions | Apartment and other unit types",188,"v42127414","0","Housing completions","Apartment and other unit types","Completions — Apartment & Other",FALSE,15
2012-04-01,"Housing completions | Apartment and other unit types",66,"v42127414","0","Housing completions","Apartment and other unit types","Completions — Apartment & Other",FALSE,15
2012-05-01,"Housing completions | Apartment and other unit types",27,"v42127414","0","Housing completions","Apartment and other unit types","Completions — Apartment & Other",FALSE,15
2012-06-01,"Housing completions | Apartment and other unit types",298,"v42127414","0","Housing completions","Apartment and other unit types","Completions — Apartment & Other",FALSE,15
2012-07-01,"Housing completions | Apartment and other unit types",0,"v42127414","0","Housing completions","Apartment and other unit types","Completions — Apartment & Other",FALSE,15
2012-08-01,"Housing completions | Apartment and other unit types",50,"v42127414","0","Housing completions","Apartment and other unit types","Completions — Apartment & Other",FALSE,15
2012-09-01,"Housing completions | Apartment and other unit types",142,"v42127414","0","Housing completions","Apartment and other unit types","Completions — Apartment & Other",FALSE,15
2012-10-01,"Housing completions | Apartment and other unit types",62,"v42127414","0","Housing completions","Apartment and other unit types","Completions — Apartment & Other",FALSE,15
2012-11-01,"Housing completions | Apartment and other unit types",57,"v42127414","0","Housing completions","Apartment and other unit types","Completions — Apartment & Other",FALSE,15
2012-12-01,"Housing completions | Apartment and other unit types",0,"v42127414","0","Housing completions","Apartment and other unit types","Completions — Apartment & Other",FALSE,15
2013-01-01,"Housing completions | Apartment and other unit types",56,"v42127414","0","Housing completions","Apartment and other unit types","Completions — Apartment & Other",FALSE,15
2013-02-01,"Housing completions | Apartment and other unit types",56,"v42127414","0","Housing completions","Apartment and other unit types","Completions — Apartment & Other",FALSE,15
2013-03-01,"Housing completions | Apartment and other unit types",34,"v42127414","0","Housing completions","Apartment and other unit types","Completions — Apartment & Other",FALSE,15
2013-04-01,"Housing completions | Apartment and other unit types",0,"v42127414","0","Housing completions","Apartment and other unit types","Completions — Apartment & Other",FALSE,15
2013-05-01,"Housing completions | Apartment and other unit types",195,"v42127414","0","Housing completions","Apartment and other unit types","Completions — Apartment & Other",FALSE,15
2013-06-01,"Housing completions | Apartment and other unit types",40,"v42127414","0","Housing completions","Apartment and other unit types","Completions — Apartment & Other",FALSE,15
2013-07-01,"Housing completions | Apartment and other unit types",189,"v42127414","0","Housing completions","Apartment and other unit types","Completions — Apartment & Other",FALSE,15
2013-08-01,"Housing completions | Apartment and other unit types",96,"v42127414","0","Housing completions","Apartment and other unit types","Completions — Apartment & Other",FALSE,15
2013-09-01,"Housing completions | Apartment and other unit types",194,"v42127414","0","Housing completions","Apartment and other unit types","Completions — Apartment & Other",FALSE,15
